12735.8544746	"putative transcriptional regulatory protein TcrX"	0.315789473684	bin_7_01518;bin_7_00655;bin_7_01307;bin_7_00585;bin_7_01765	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA028I14;AAA027M14	1
17311.736073	"Spermidine/putrescine import ATP-binding protein PotA"	0.51724137931	bin_7_00188;bin_7_01936;bin_7_01217;bin_7_01163;bin_7_00323;bin_7_00445	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA023J06;AAA027M14;AAA278O22;AAA024D14	3
8430.58078813	"ATP-dependent Clp protease proteolytic subunit 2"	0.5	bin_7_01006;bin_7_00094;bin_7_01007	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA028A23;AAA023J06;AAA278O22;AAA024D14	0
8407.79591783	"Oligopeptide transport ATP-binding protein OppF"	0.346153846154	bin_7_00125;bin_7_00723;bin_7_01319;bin_7_00124	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA028I14;bin_7;AAA027J17;AAA023J06;AAA278O22;AAA024D14	2
3961.35976016	"DNA gyrase subunit A"	1.0	bin_7_00612	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA028I14;AAA024D14	7
8619.5528885	"DNA gyrase subunit B"	0.863636363636	bin_7_01899;bin_7_00611	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA028I14;AAA027M14	8
3727.30104712	"Cold shock protein ScoF"	0.5	bin_7_00524	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA278O22;AAA028I14;AAA024D14	6
4195.3883357	"High-affinity branched-chain amino acid transport ATP-binding protein LivF"	1.0	bin_7_01603	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA028I14;AAA027M14	7
9243.97140409	"Hypoxanthine-guanine phosphoribosyltransferase"	0.55	bin_7_00417;bin_7_00416	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AB141P03;AAA024D14;AAA278O22;AAA027M14	2
4817.4381953	"60 kDa chaperonin 2"	0.55	bin_7_00522;bin_7_00689	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA027M14	8
8837.54398463	"Putative serine protease HtrA"	0.444444444444	bin_7_00670;bin_7_00694	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA028I14;bin_7;AAA027J17;AB141P03;AAA028A23;AAA278O22;AAA027M14	6
10057.5650306	"NADPH-ferredoxin reductase FprA"	1.0	bin_7_00547;bin_7_01777;bin_7_01790;bin_7_01789	AAA027L06;AAA044N04;AAA041L13;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA028I14;AAA027M14	13
4818.72648903	"Enolase"	1.0	bin_7_01716	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA278O22;AAA027M14	6
4391.18302095	"Inner membrane protein alx"	1.0	bin_7_00755	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA278O22;AAA024D14	6
4921.29296875	"Cell division protein CrgA"	1.0	bin_7_00656;bin_7_01519	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA028I14;AAA024D14	14
4609.52255155	"Serine/threonine-protein kinase PknB"	0.9375	bin_7_00658;bin_7_01521	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA028I14;AAA024D14	14
4907.15552326	"cAMP receptor protein"	1.0	bin_7_01112;bin_7_00276	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA027M14	12
5162.02285714	"Ultraviolet N-glycosylase/AP lyase"	1.0	bin_7_00275;bin_7_01113	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	12
4912.56493996	"Thiol-disulfide oxidoreductase ResA"	1.0	bin_7_01114;bin_7_00274	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	12
4987.39081508	"Acetyl-coenzyme A synthetase"	1.0	bin_7_01117;bin_7_00271	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA027M14	12
4425.62631184	"Aconitate hydratase"	1.0	bin_7_00077;bin_7_01426;bin_7_00349;bin_7_00233	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA028I14;AAA024D14	10
2736.62281369	"Ammonium transporter NrgA"	0.6875	bin_7_01407	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA028I14;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA278O22;AAA024D14	9
4192.51435132	"putative endonuclease 4"	1.0	bin_7_00168;bin_7_01129	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA028I14;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	12
4838.75184502	"N-acetylmuramoyl-L-alanine amidase LytC precursor"	0.733333333333	bin_7_01493	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA024D14;AAA278O22;AAA028I14;AAA027M14	14
9070.72796822	"Thioredoxin-1"	0.933333333333	bin_7_01494;bin_7_00639	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	13
4681.99370189	"Replicative DNA helicase"	1.0	bin_7_01508;bin_7_00645	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA278O22;AAA027M14	11
4438.4595787	"Beta-carbonic anhydrase 1"	0.866666666667	bin_7_01509;bin_7_00646	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA024D14;AAA278O22;AAA027M14	11
4786.96312905	"Anthranilate synthase component 2"	0.933333333333	bin_7_00657;bin_7_01520	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA028I14;AAA024D14	13
4806.11787565	"PP2C-family Ser/Thr phosphatase"	1.0	bin_7_01522;bin_7_00659	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA028I14;AAA024D14	13
8578.0529663	"hypothetical protein"	1.0	bin_7_01098;bin_7_01959;bin_7_00884;bin_7_00187	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA024D14;AAA278O22;AAA027M14	11
4601.81636537	"Aspartate-semialdehyde dehydrogenase"	1.0	bin_7_01106	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	12
5268.9937827	"Yqey-like protein"	0.6	bin_7_01109;bin_7_00280	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	13
4775.39490446	"hypothetical protein"	1.0	bin_7_01110;bin_7_00279	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	13
5047.15973742	"Endoribonuclease L-PSP"	0.866666666667	bin_7_01111;bin_7_00278	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	13
4265.39916111	"Aminopeptidase N"	1.0	bin_7_00087;bin_7_00999	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AAA028A23;AAA023J06;AAA027M14;AAA278O22;AAA024D14	11
4352.01848049	"putative nucleotide-binding protein"	1.0	bin_7_01378;bin_7_00051	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA278O22;AAA027M14	10
4379.27118644	"hypothetical protein"	1.0	bin_7_01417;bin_7_00340;bin_7_00224;bin_7_00069	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AB141P03;AAA028A23;AAA023J06;AAA028I14;AAA024D14	11
4279.68325792	"Deoxyuridine 5'-triphosphate nucleotidohydrolase"	0.933333333333	bin_7_01421;bin_7_00344;bin_7_00228;bin_7_00072	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AB141P03;AAA023J06;AAA278O22;AAA028I14;AAA024D14	11
4391.2740767	"Trk system potassium uptake protein TrkA"	1.0	bin_7_01423;bin_7_00346;bin_7_00230;bin_7_00074	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AB141P03;AAA028A23;AAA023J06;AAA028I14;AAA024D14	11
4882.016	"ATP-dependent Clp protease ATP-binding subunit ClpC1"	1.0	bin_7_01350	AAA027L06;AAA044N04;AAA041L13;AAA044D11;AAA278I18;AAA023D18;bin_7;AAA027J17;AB141P03;AAA028A23;AAA027M14;AAA278O22;AAA024D14	10
